ENSG00000006125	0.004939	0.000067	0.301962	0.001242	0.000193
ENSG00000090565	0.001393	0.000005	0.260762	0.000076	0.000074
ENSG00000133937	0.001393	0.000106	0.264696	0.000298	0.000073
ENSG00000135631	0.000697	0.000001	0.243835	0.000007	0.000044
ENSG00000138190	0.002090	0.000017	0.278971	0.000245	0.000095
ENSG00000103769	0.005509	0.000121	0.305656	0.002559	0.000257
ENSG00000144635	0.002976	0.000040	0.278553	0.000250	0.000124
ENSG00000167461	0.006522	0.000123	0.312651	0.002937	0.000294
ENSG00000168172	0.001076	0.000004	0.247330	0.000195	0.000083
ENSG00000168374	0.001773	0.000040	0.282333	0.000198	0.000081
ENSG00000156675	0.000760	0.000001	0.241184	0.000003	0.000048
ENSG00000185236	0.001266	0.000004	0.261561	0.000112	0.000072
ENSG00000182473	0.002470	0.000027	0.288644	0.000456	0.000111
ENSG00000185963	0.001583	0.000022	0.271131	0.000153	0.000077
ENSG00000132698	0.000633	0.000004	0.247326	0.000138	0.000050
ENSG00000168118	0.001773	0.000008	0.267190	0.000248	0.000100
ENSG00000143393	0.003293	0.000043	0.289104	0.000507	0.000134
ENSG00000107560	0.000823	0.000001	0.241630	0.000007	0.000051
ENSG00000135127	0.001393	0.000038	0.282015	0.000111	0.000067
ENSG00000153317	0.001836	0.000069	0.294781	0.000145	0.000077
ENSG00000127328	0.002723	0.000022	0.278863	0.000373	0.000127
ENSG00000131242	0.000697	0.000002	0.251513	0.000019	0.000045
ENSG00000105829	0.004306	0.000022	0.266969	0.000133	0.000158
ENSG00000074695	0.002976	0.000046	0.272205	0.000528	0.000134
ENSG00000135249	0.001393	0.000040	0.257484	0.000137	0.000059
ENSG00000136240	0.000633	0.000007	0.242510	0.000005	0.000038
ENSG00000112893	0.001140	0.000008	0.240497	0.000260	0.000080
ENSG00000138768	0.002216	0.000013	0.255675	0.000045	0.000092
ENSG00000151779	0.000823	0.000005	0.240567	0.000002	0.000037
ENSG00000171132	0.003799	0.000629	0.315480	0.000586	0.000125
ENSG00000101199	0.001140	0.000203	0.267127	0.000072	0.000054
ENSG00000184840	0.000760	0.000010	0.236079	0.000015	0.000045
ENSG00000254772	0.009182	0.042810	0.319560	0.000506	0.000133
ENSG00000136628	0.015008	0.053061	0.328289	0.003634	0.000267
ENSG00000157020	0.006459	0.000182	0.296257	0.001805	0.000234
ENSG00000175110	0.006459	0.017458	0.267865	0.000134	0.000083
ENSG00000070371	0.003736	0.000085	0.294974	0.000349	0.000139
ENSG00000108433	0.004179	0.000215	0.277749	0.000310	0.000154
ENSG00000265808	0.004749	0.000041	0.278053	0.000370	0.000175
ENSG00000106636	0.004559	0.000017	0.271270	0.000411	0.000171
ENSG00000108587	0.004053	0.000013	0.266874	0.000355	0.000157
ENSG00000134287	0.002026	0.000043	0.288470	0.000211	0.000088
ENSG00000006451	0.003419	0.000220	0.308257	0.000673	0.000141
ENSG00000105649	0.003609	0.000058	0.286669	0.000772	0.000181
ENSG00000119729	0.002216	0.000019	0.276659	0.000100	0.000102
ENSG00000137807	0.006206	0.000228	0.303086	0.000648	0.000167
ENSG00000081014	0.002280	0.000013	0.261466	0.000065	0.000091
ENSG00000145715	0.006016	0.000347	0.319346	0.001639	0.000224
ENSG00000158517	0.003419	0.000380	0.314563	0.000488	0.000124
ENSG00000164144	0.000380	0.000020	0.282025	0.000004	0.000025
ENSG00000172007	0.000760	0.000010	0.258052	0.000035	0.000041
ENSG00000170759	0.003609	0.000249	0.305248	0.000711	0.000144
ENSG00000172602	0.001773	0.000023	0.275631	0.000265	0.000097
ENSG00000100280	0.002850	0.000021	0.273246	0.000175	0.000112
ENSG00000075945	0.001836	0.000018	0.272093	0.000667	0.000119
ENSG00000116701	0.002660	0.000323	0.303593	0.000328	0.000098
ENSG00000134262	0.002216	0.000011	0.258775	0.000200	0.000095
ENSG00000100083	0.001393	0.000039	0.288486	0.000205	0.000068
ENSG00000100365	0.002280	0.000312	0.300542	0.000106	0.000082
ENSG00000108669	0.001140	0.000027	0.276200	0.000315	0.000074
ENSG00000067560	0.017667	0.001474	0.355348	0.011277	0.000724
ENSG00000221838	0.002343	0.000021	0.280383	0.000288	0.000092
ENSG00000147889	0.009245	0.002064	0.345445	0.003005	0.000273
ENSG00000125447	0.001520	0.000913	0.300240	0.000195	0.000059
ENSG00000132254	0.000507	0.000014	0.266878	0.000019	0.000031
ENSG00000100219	0.011272	0.035815	0.332393	0.004179	0.000281
ENSG00000120805	0.000823	0.000062	0.243858	0.000056	0.000052
ENSG00000183020	0.003356	0.000060	0.293783	0.000224	0.000123
ENSG00000038358	0.001456	0.000118	0.265447	0.000050	0.000052
ENSG00000115275	0.001646	0.000196	0.267552	0.000231	0.000078
ENSG00000042753	0.003609	0.000054	0.295404	0.000414	0.000139
ENSG00000167306	0.001076	0.000040	0.284254	0.000174	0.000059
ENSG00000119396	0.000950	0.000005	0.261674	0.000144	0.000058
ENSG00000110047	0.001266	0.000015	0.262478	0.000090	0.000070
ENSG00000100558	0.003293	0.000089	0.304008	0.000693	0.000151
ENSG00000113595	0.000950	0.000914	0.280303	0.000253	0.000051
ENSG00000115956	0.003863	0.000102	0.306017	0.000590	0.000158
ENSG00000115165	0.000507	0.000001	0.241092	0.000014	0.000035
ENSG00000008256	0.001076	0.000012	0.267014	0.000180	0.000067
ENSG00000151474	0.000127	0.000000	0.218565	0.000000	0.000018
ENSG00000183155	0.005129	0.000727	0.318406	0.001747	0.000191
ENSG00000160255	0.008549	0.000660	0.319760	0.001182	0.000266
ENSG00000114541	0.000127	0.000000	0.219901	0.000000	0.000016
ENSG00000138069	0.004559	0.000029	0.282849	0.000872	0.000202
ENSG00000163362	0.000190	0.000000	0.220380	0.000000	0.000020
ENSG00000074706	0.000380	0.000000	0.220396	0.000127	0.000048
ENSG00000105443	0.001203	0.000032	0.280557	0.000457	0.000082
ENSG00000144711	0.000443	0.000025	0.291398	0.000017	0.000025
ENSG00000146648	0.031788	0.002892	0.383646	0.023332	0.000972
ENSG00000156052	0.013741	0.000520	0.327404	0.004485	0.000496
ENSG00000160014	0.017414	0.000880	0.350949	0.008052	0.000625
ENSG00000001626	0.004559	0.000307	0.313657	0.002184	0.000210
ENSG00000049245	0.003799	0.000023	0.279940	0.000257	0.000139
ENSG00000108599	0.000697	0.000022	0.269226	0.000036	0.000037
ENSG00000112685	0.001900	0.000021	0.271117	0.000194	0.000088
ENSG00000100359	0.000570	0.000005	0.257404	0.000016	0.000036
ENSG00000074319	0.004939	0.001262	0.325373	0.002243	0.000185
ENSG00000131558	0.002153	0.000020	0.286575	0.000293	0.000095
ENSG00000131725	0.000190	0.000002	0.241938	0.000002	0.000019
ENSG00000135823	0.004876	0.000073	0.271485	0.000451	0.000196
ENSG00000137177	0.000190	0.000002	0.245035	0.000002	0.000015
ENSG00000128833	0.000317	0.000036	0.281578	0.000006	0.000020
ENSG00000124333	0.004433	0.000057	0.290214	0.000719	0.000162
ENSG00000104388	0.001393	0.000058	0.291575	0.000507	0.000081
ENSG00000118640	0.004053	0.000014	0.270115	0.000302	0.000155
ENSG00000075785	0.002913	0.000151	0.280453	0.000633	0.000138
ENSG00000144566	0.004813	0.000113	0.307674	0.001924	0.000228
ENSG00000110274	0.001963	0.000032	0.280169	0.000199	0.000094
ENSG00000160218	0.001456	0.000154	0.254821	0.000188	0.000073
ENSG00000163914	0.005129	0.001147	0.304877	0.002156	0.000212
ENSG00000069329	0.004306	0.000183	0.298983	0.001345	0.000192
ENSG00000170043	0.001773	0.000006	0.257601	0.000251	0.000089
ENSG00000174903	0.002850	0.000016	0.269695	0.000298	0.000131
ENSG00000175582	0.003293	0.000072	0.275496	0.000729	0.000159
ENSG00000102189	0.002533	0.000048	0.294544	0.000585	0.000123
ENSG00000080815	0.004369	0.000393	0.321309	0.001422	0.000170
ENSG00000184056	0.001900	0.000004	0.255307	0.000241	0.000090
ENSG00000184014	0.000190	0.000001	0.241143	0.000001	0.000017
ENSG00000185896	0.004559	0.000242	0.314469	0.001491	0.000164
ENSG00000080824	0.022733	0.007128	0.380036	0.013693	0.000662
ENSG00000166887	0.002406	0.000022	0.279598	0.000522	0.000113
ENSG00000166900	0.003166	0.000009	0.264399	0.000059	0.000121
ENSG00000188419	0.001583	0.000009	0.269034	0.000181	0.000088
ENSG00000160299	0.003799	0.000089	0.299278	0.000833	0.000163
ENSG00000147065	0.003926	0.000188	0.319192	0.000605	0.000138
ENSG00000198774	0.000190	0.000001	0.235329	0.000021	0.000026
ENSG00000175137	0.000127	0.000001	0.235259	0.000000	0.000015
ENSG00000203668	0.001710	0.000005	0.260439	0.000128	0.000098
ENSG00000116903	0.001646	0.000015	0.272690	0.000076	0.000073
ENSG00000079950	0.003483	0.000009	0.263926	0.000430	0.000147
ENSG00000134709	0.000823	0.000002	0.245058	0.000284	0.000078
ENSG00000096384	0.019377	0.006527	0.371341	0.008749	0.000559
ENSG00000117758	0.003546	0.000010	0.266716	0.000073	0.000131
ENSG00000136111	0.001203	0.000057	0.294935	0.000046	0.000051
ENSG00000123240	0.003926	0.000466	0.312750	0.000767	0.000136
ENSG00000057608	0.001900	0.000009	0.266464	0.000239	0.000108
ENSG00000090989	0.001710	0.000017	0.277525	0.000146	0.000077
ENSG00000131370	0.000380	0.000019	0.262117	0.000008	0.000022
ENSG00000167632	0.001456	0.000017	0.268873	0.000319	0.000069
ENSG00000072274	0.004306	0.000244	0.324604	0.001735	0.000160
ENSG00000167994	0.000507	0.000003	0.255637	0.000158	0.000040
ENSG00000173588	0.001013	0.000004	0.253960	0.000271	0.000070
ENSG00000197535	0.002343	0.000071	0.300331	0.000871	0.000120
ENSG00000132405	0.000697	0.000002	0.244265	0.000018	0.000038
ENSG00000203879	0.002153	0.000016	0.280139	0.000458	0.000119
ENSG00000143376	0.002153	0.000014	0.274715	0.000329	0.000104
ENSG00000136811	0.001456	0.000015	0.268791	0.000263	0.000085
ENSG00000155256	0.000887	0.000010	0.260289	0.000140	0.000057
ENSG00000169247	0.000633	0.000002	0.251689	0.000022	0.000040
ENSG00000180104	0.001710	0.000007	0.267702	0.000055	0.000077
ENSG00000196655	0.001773	0.000008	0.263613	0.000307	0.000084
ENSG00000067208	0.000253	0.000018	0.261137	0.000002	0.000018
ENSG00000121749	0.000887	0.000010	0.261107	0.000026	0.000045
ENSG00000151445	0.000633	0.000001	0.241690	0.000128	0.000042
ENSG00000054116	0.002280	0.000014	0.257900	0.000237	0.000106
ENSG00000269335	0.008169	0.001494	0.332603	0.001263	0.000241
ENSG00000070367	0.001963	0.000040	0.294402	0.000373	0.000090
ENSG00000089693	0.000253	0.000001	0.231527	0.000003	0.000021
ENSG00000127022	0.006206	0.001544	0.321747	0.002371	0.000234
ENSG00000136152	0.002913	0.000011	0.256994	0.000656	0.000153
ENSG00000164597	0.001583	0.000008	0.243074	0.000112	0.000077
ENSG00000168818	0.003103	0.000009	0.261453	0.000114	0.000121
ENSG00000176986	0.002470	0.000019	0.259485	0.000237	0.000113
ENSG00000135775	0.001646	0.000008	0.246866	0.000010	0.000071
ENSG00000113615	0.002280	0.000016	0.259000	0.000118	0.000095
ENSG00000152291	0.003040	0.000071	0.279945	0.000657	0.000134
ENSG00000092108	0.002850	0.000012	0.259298	0.000214	0.000118
ENSG00000167110	0.002786	0.000032	0.283188	0.000456	0.000118
ENSG00000138802	0.002913	0.000028	0.268279	0.000239	0.000121
ENSG00000118762	0.001773	0.000006	0.270332	0.000217	0.000091
ENSG00000086598	0.001710	0.000012	0.254911	0.000112	0.000083
ENSG00000008710	0.001330	0.000043	0.291683	0.000169	0.000061
ENSG00000100196	0.000253	0.000194	0.252951	0.000008	0.000019
ENSG00000134982	0.003863	0.000674	0.309423	0.000432	0.000136
ENSG00000029534	0.005129	0.000192	0.318310	0.001131	0.000198
ENSG00000089159	0.005952	0.000327	0.321583	0.000470	0.000190
ENSG00000151150	0.005066	0.000381	0.319838	0.000959	0.000188
ENSG00000151693	0.000507	0.000011	0.260083	0.000015	0.000030
ENSG00000167193	0.007029	0.000418	0.318753	0.001207	0.000243
ENSG00000088280	0.000190	0.000001	0.240373	0.000000	0.000018
ENSG00000169398	0.010005	0.000735	0.337321	0.001470	0.000302
ENSG00000099942	0.005003	0.000319	0.307734	0.000269	0.000154
ENSG00000145362	0.005256	0.000215	0.321400	0.001092	0.000196
ENSG00000198087	0.003926	0.000936	0.308431	0.000963	0.000154
ENSG00000197122	0.025646	0.002535	0.372840	0.013570	0.000783
ENSG00000085733	0.005382	0.000368	0.315897	0.000682	0.000201
ENSG00000177885	0.017224	0.001078	0.348225	0.005399	0.000556
ENSG00000120899	0.003609	0.000124	0.307537	0.000484	0.000130
ENSG00000147010	0.003229	0.000974	0.311645	0.000569	0.000125
ENSG00000176658	0.000253	0.000034	0.276065	0.000028	0.000021
ENSG00000120370	0.000380	0.000006	0.244386	0.000016	0.000025
ENSG00000163743	0.000570	0.000520	0.298125	0.000131	0.000027
ENSG00000185344	0.003103	0.000371	0.267824	0.000178	0.000097
ENSG00000183010	0.001140	0.000020	0.254562	0.000099	0.000057
ENSG00000114331	0.000253	0.000001	0.242771	0.000001	0.000021
ENSG00000142208	0.027356	0.003479	0.385067	0.016830	0.000788
ENSG00000116095	0.000380	0.000013	0.267018	0.000257	0.000039
ENSG00000100055	0.000380	0.000004	0.255315	0.000053	0.000033
ENSG00000132842	0.001710	0.000007	0.255757	0.000221	0.000086
ENSG00000129219	0.004623	0.000068	0.300600	0.001106	0.000165
ENSG00000110048	0.000760	0.000005	0.253284	0.000080	0.000053
ENSG00000100815	0.000950	0.000007	0.264076	0.000126	0.000052
ENSG00000123338	0.001773	0.000020	0.272520	0.000054	0.000073
ENSG00000164253	0.001266	0.000009	0.264975	0.000048	0.000058
ENSG00000157985	0.000190	0.000001	0.241553	0.000000	0.000018
ENSG00000181467	0.000823	0.000011	0.262160	0.000029	0.000040
ENSG00000132970	0.001583	0.000067	0.289613	0.000057	0.000064
ENSG00000106367	0.002470	0.000019	0.263763	0.000188	0.000105
ENSG00000075651	0.003546	0.000043	0.290278	0.000510	0.000128
ENSG00000138378	0.005129	0.000795	0.324324	0.000986	0.000147
ENSG00000061676	0.002090	0.000029	0.278033	0.000230	0.000096
ENSG00000143553	0.001710	0.000012	0.265778	0.000290	0.000091
ENSG00000122126	0.003040	0.000035	0.288602	0.000504	0.000125
ENSG00000124214	0.001963	0.001317	0.292277	0.000240	0.000069
ENSG00000107130	0.000823	0.000010	0.264421	0.000209	0.000057
ENSG00000136754	0.002723	0.000068	0.295360	0.000254	0.000110
ENSG00000115825	0.001203	0.000038	0.285989	0.000027	0.000048
ENSG00000079805	0.003293	0.000122	0.304049	0.000385	0.000122
ENSG00000112290	0.003356	0.000110	0.302767	0.000370	0.000131
ENSG00000166747	0.003166	0.000024	0.271503	0.000212	0.000124
ENSG00000107863	0.000317	0.000031	0.287923	0.000012	0.000021
ENSG00000206503	0.005636	0.000668	0.321394	0.001573	0.000198
ENSG00000152056	0.001520	0.000010	0.260598	0.000068	0.000065
ENSG00000113163	0.000950	0.000006	0.263143	0.000094	0.000052
ENSG00000176994	0.001773	0.000022	0.273758	0.000071	0.000070
ENSG00000072958	0.002153	0.000019	0.269079	0.000227	0.000093
ENSG00000103657	0.000190	0.000064	0.289804	0.000004	0.000016
ENSG00000184304	0.001963	0.000071	0.296130	0.000440	0.000082
ENSG00000105287	0.001076	0.000040	0.285973	0.000018	0.000042
ENSG00000106086	0.000253	0.000001	0.246388	0.000002	0.000019
ENSG00000254999	0.002090	0.000027	0.274524	0.000177	0.000093
ENSG00000108774	0.001013	0.000044	0.277038	0.000027	0.000051
ENSG00000129354	0.001520	0.000010	0.255799	0.000132	0.000069
ENSG00000055163	0.002280	0.000132	0.298227	0.000153	0.000085
ENSG00000273749	0.003293	0.000217	0.292992	0.000509	0.000124
ENSG00000147894	0.003040	0.000136	0.300857	0.000392	0.000107
ENSG00000158195	0.003166	0.000093	0.298092	0.000167	0.000119
ENSG00000124313	0.000317	0.000010	0.267222	0.000011	0.000019
ENSG00000070831	0.018237	0.001180	0.348394	0.009907	0.000751
ENSG00000184584	0.001266	0.000444	0.284561	0.000075	0.000046
ENSG00000170835	0.002786	0.000017	0.278769	0.000711	0.000128
ENSG00000063241	0.000253	0.000011	0.259711	0.000060	0.000022
ENSG00000094804	0.008105	0.000592	0.310347	0.000401	0.000188
ENSG00000156711	0.006016	0.000883	0.323932	0.000371	0.000190
ENSG00000188130	0.006586	0.000891	0.325152	0.000743	0.000213
ENSG00000100030	0.014564	0.001077	0.351637	0.003807	0.000445
ENSG00000100297	0.006839	0.000304	0.300063	0.000376	0.000164
ENSG00000100307	0.004939	0.000973	0.293909	0.000036	0.000109
ENSG00000087586	0.007662	0.000613	0.326160	0.001173	0.000200
ENSG00000108561	0.001330	0.000534	0.296669	0.000183	0.000050
ENSG00000110092	0.011082	0.001597	0.352107	0.001809	0.000298
ENSG00000111276	0.006839	0.002044	0.333129	0.001026	0.000188
ENSG00000112062	0.009055	0.001162	0.342589	0.001402	0.000276
ENSG00000076242	0.004876	0.000420	0.309738	0.000559	0.000137
ENSG00000122025	0.006079	0.000767	0.322437	0.000404	0.000170
ENSG00000126458	0.004686	0.000128	0.304489	0.000535	0.000182
ENSG00000132475	0.022353	0.003428	0.350614	0.003533	0.000505
ENSG00000132510	0.004116	0.001620	0.314864	0.000290	0.000095
ENSG00000133703	0.013235	0.001231	0.352303	0.003854	0.000398
ENSG00000133818	0.003546	0.000098	0.296030	0.000123	0.000124
ENSG00000134057	0.012918	0.000988	0.332505	0.001839	0.000321
ENSG00000134853	0.009119	0.000899	0.332638	0.000948	0.000243
ENSG00000135446	0.007852	0.001147	0.336523	0.000866	0.000201
ENSG00000135679	0.012095	0.009234	0.356310	0.003406	0.000325
ENSG00000138175	0.000823	0.000014	0.267634	0.000577	0.000084
ENSG00000118971	0.002343	0.000204	0.304694	0.000030	0.000070
ENSG00000039068	0.015514	0.035038	0.354430	0.006241	0.000398
ENSG00000005339	0.014944	0.002486	0.348432	0.002395	0.000391
ENSG00000105173	0.004053	0.001016	0.319624	0.000153	0.000106
ENSG00000123080	0.000887	0.000124	0.291226	0.000000	0.000032
ENSG00000100393	0.024506	0.003768	0.363068	0.008955	0.000660
ENSG00000121879	0.012348	0.000827	0.345914	0.001893	0.000351
ENSG00000073282	0.001203	0.000253	0.298356	0.000052	0.000051
ENSG00000073111	0.007725	0.000907	0.298734	0.000273	0.000168
ENSG00000105810	0.003926	0.000414	0.316479	0.000103	0.000106
ENSG00000123374	0.011335	0.002276	0.338129	0.002243	0.000315
ENSG00000139687	0.007725	0.000873	0.327268	0.001409	0.000215
ENSG00000140945	0.001013	0.000042	0.283993	0.000010	0.000045
ENSG00000141510	0.048126	0.011616	0.400061	0.047958	0.001401
ENSG00000141736	0.014374	0.002036	0.358705	0.004525	0.000427
ENSG00000143947	0.036981	0.070429	0.360375	0.012411	0.000722
ENSG00000145604	0.005066	0.001689	0.322674	0.000264	0.000137
ENSG00000147883	0.001583	0.000240	0.299295	0.000026	0.000050
ENSG00000149311	0.013804	0.001680	0.340808	0.002603	0.000338
ENSG00000134323	0.002470	0.000344	0.314858	0.000356	0.000088
ENSG00000154277	0.001963	0.001257	0.318426	0.000142	0.000064
ENSG00000158186	0.003419	0.000086	0.295244	0.000128	0.000122
ENSG00000181163	0.010068	0.012678	0.348779	0.003077	0.000243
ENSG00000164815	0.002850	0.000285	0.282020	0.000049	0.000072
ENSG00000165392	0.007979	0.000928	0.311479	0.000439	0.000191
ENSG00000167967	0.000760	0.000094	0.289878	0.000068	0.000038
ENSG00000170430	0.001393	0.000153	0.304706	0.000057	0.000045
ENSG00000164362	0.005509	0.001569	0.325514	0.000917	0.000133
ENSG00000175029	0.003419	0.000196	0.304718	0.000803	0.000136
ENSG00000178999	0.009942	0.000932	0.323328	0.001416	0.000237
ENSG00000106462	0.013298	0.001907	0.340330	0.002241	0.000328
ENSG00000117713	0.005319	0.000818	0.318214	0.000251	0.000125
ENSG00000181449	0.010702	0.001585	0.340081	0.004059	0.000360
ENSG00000139437	0.001710	0.000401	0.311904	0.000058	0.000052
ENSG00000118046	0.003736	0.000476	0.320169	0.000639	0.000123
ENSG00000088305	0.005762	0.000747	0.303319	0.000450	0.000157
ENSG00000184260	0.012981	0.003312	0.324458	0.000537	0.000273
ENSG00000166949	0.012285	0.001285	0.346795	0.003901	0.000392
ENSG00000183598	0.028369	0.005954	0.353985	0.005588	0.000619
ENSG00000185386	0.006332	0.000892	0.324905	0.000450	0.000199
ENSG00000100526	0.003989	0.000321	0.301668	0.000032	0.000094
ENSG00000118689	0.007725	0.001019	0.339686	0.001015	0.000230
ENSG00000068078	0.005826	0.000326	0.318927	0.000345	0.000166
ENSG00000086758	0.002090	0.001157	0.312688	0.000265	0.000074
ENSG00000141646	0.009182	0.001051	0.337559	0.002079	0.000290
ENSG00000127616	0.012348	0.001921	0.336645	0.001646	0.000298
ENSG00000101412	0.008359	0.000967	0.333129	0.000805	0.000212
ENSG00000103275	0.009055	0.002125	0.334003	0.002752	0.000279
ENSG00000068028	0.002280	0.000145	0.299710	0.000290	0.000093
ENSG00000197019	0.000380	0.000024	0.265577	0.000005	0.000021
ENSG00000196712	0.003483	0.000407	0.321433	0.000643	0.000115
ENSG00000197153	0.026026	0.004421	0.354152	0.004949	0.000599
ENSG00000130816	0.008105	0.002051	0.330515	0.001192	0.000219
ENSG00000198900	0.003483	0.000664	0.309102	0.000243	0.000092
ENSG00000198625	0.002090	0.001209	0.310683	0.000092	0.000066
ENSG00000121481	0.008612	0.001502	0.318009	0.000696	0.000203
ENSG00000203812	0.012475	0.003197	0.321243	0.000400	0.000259
ENSG00000213281	0.009498	0.000748	0.339445	0.001962	0.000297
ENSG00000177606	0.016021	0.003152	0.362843	0.004757	0.000462
ENSG00000171862	0.014818	0.002567	0.360704	0.006031	0.000426
ENSG00000097007	0.008485	0.000723	0.337818	0.002679	0.000274
ENSG00000112576	0.002406	0.000301	0.303663	0.000072	0.000075
ENSG00000116478	0.021340	0.002284	0.351308	0.006649	0.000608
ENSG00000171552	0.008739	0.000998	0.341397	0.001818	0.000273
ENSG00000168283	0.007915	0.001272	0.323547	0.000619	0.000195
ENSG00000138071	0.003799	0.000093	0.297609	0.000301	0.000145
ENSG00000139618	0.011461	0.001655	0.326086	0.001531	0.000281
ENSG00000183765	0.007092	0.001093	0.317128	0.000458	0.000175
ENSG00000153827	0.001266	0.000180	0.279777	0.000066	0.000049
ENSG00000134954	0.002216	0.000231	0.307351	0.000179	0.000079
ENSG00000129355	0.000760	0.000080	0.278445	0.000000	0.000028
ENSG00000170312	0.018617	0.001498	0.344030	0.005389	0.000485
ENSG00000107643	0.012285	0.010228	0.349365	0.003404	0.000328
ENSG00000116044	0.005129	0.001013	0.333129	0.000888	0.000150
ENSG00000171791	0.017477	0.001744	0.360408	0.007481	0.000532
ENSG00000020633	0.002723	0.000302	0.315455	0.000198	0.000091
ENSG00000221978	0.004053	0.000487	0.308323	0.000227	0.000114
ENSG00000173039	0.012475	0.002217	0.352351	0.002997	0.000351
ENSG00000124762	0.008295	0.001495	0.342961	0.001054	0.000228
ENSG00000138413	0.005509	0.000594	0.324691	0.001103	0.000153
ENSG00000149554	0.010702	0.001222	0.325669	0.000867	0.000246
ENSG00000097046	0.003483	0.000164	0.286669	0.000058	0.000086
ENSG00000093009	0.009878	0.000486	0.305307	0.000407	0.000221
ENSG00000174775	0.010512	0.000767	0.343267	0.002792	0.000346
ENSG00000073792	0.002280	0.000199	0.299063	0.000204	0.000079
ENSG00000129757	0.002976	0.000254	0.304383	0.000227	0.000099
ENSG00000065328	0.006839	0.000303	0.301064	0.000212	0.000155
ENSG00000189283	0.000760	0.000088	0.289178	0.000304	0.000056
ENSG00000012048	0.023366	0.003588	0.355180	0.008551	0.000569
ENSG00000157764	0.005952	0.000622	0.335700	0.001148	0.000187
ENSG00000164885	0.004306	0.000256	0.320702	0.001296	0.000181
ENSG00000109270	0.002976	0.000102	0.289964	0.000245	0.000099
ENSG00000168564	0.000127	0.000014	0.259336	0.000005	0.000014
ENSG00000188486	0.010702	0.002540	0.327458	0.000703	0.000239
ENSG00000100644	0.012095	0.002657	0.358136	0.003693	0.000338
ENSG00000258839	0.001836	0.000045	0.295841	0.000423	0.000084
ENSG00000108375	0.001900	0.000036	0.275165	0.000105	0.000077
ENSG00000269897	0.003673	0.000508	0.311363	0.000144	0.000096
ENSG00000275063	0.006396	0.000283	0.322292	0.001289	0.000213
ENSG00000136997	0.021783	0.003864	0.374245	0.010119	0.000612
ENSG00000148737	0.003483	0.000196	0.306766	0.000347	0.000126
ENSG00000099810	0.001583	0.000067	0.287661	0.000199	0.000064
ENSG00000102974	0.004243	0.000726	0.314613	0.000470	0.000119
ENSG00000168036	0.029319	0.002960	0.380640	0.025636	0.000963
ENSG00000142676	0.023430	0.085716	0.336559	0.001832	0.000299
ENSG00000148400	0.006776	0.000605	0.334286	0.001826	0.000229
ENSG00000148396	0.001710	0.000013	0.257144	0.000037	0.000075
ENSG00000136238	0.006839	0.000226	0.314563	0.001061	0.000280
ENSG00000218823	0.002280	0.000456	0.265653	0.000100	0.000077
ENSG00000177951	0.002153	0.000007	0.255216	0.000015	0.000082
ENSG00000003056	0.000443	0.000007	0.248091	0.000001	0.000027
